latitude,longitude,moisture,elevation_m,yield_t_ha
-30.263685,149.859886,10.9,245.39448,0.94578018
-30.263679,149.859874,10.9,245.42496,0.88034885
-30.263673,149.859861,10.9,245.364,0.76964432
-30.263667,149.859849,10.9,245.364,0.7792277
-30.263661,149.859837,10.9,245.30304,0.76127055
-30.263654,149.859826,10.9,245.364,0.77591037
-30.263648,149.859814,10.9,245.33352,0.75549168
-30.263641,149.859802,10.9,245.364,0.70223022
-30.263633,149.85979,10.9,245.24208,0.61457251
-30.263625,149.859778,10.9,245.15064,0.59845336
-30.26362,149.85977,10.9,245.15064,0.81990123
-30.263615,149.859761,10.9,245.18112,0.73046726
-30.263608,149.859749,10.9,245.15064,0.41843235
-30.263551,149.859651,10.9,245.18112,0.00459642
-30.263545,149.859644,10.9,245.18112,0.00388928
-30.263538,149.859636,10.9,245.18112,0.00361147
-30.263466,149.859561,10.9,245.27256,0.00963059
-30.263454,149.859551,10.9,245.27256,0.02844032
-30.263442,149.859542,10.9,245.27256,0.06216464
-30.263429,149.859533,10.9,245.27256,0.09734797
-30.263416,149.859525,10.9,245.24208,0.16116184
-30.263403,149.859518,10.9,245.24208,0.23463267
-30.263389,149.859512,10.9,245.2116,0.32503227
-30.263375,149.859507,10.9,245.2116,0.42374578
-30.263361,149.859503,10.9,245.18112,0.54953544
-30.263347,149.859501,10.9,245.18112,0.67883789
-30.263334,149.859502,10.9,245.18112,0.82413738
-30.26332,149.859504,10.9,245.15064,0.92232276
-30.263305,149.859506,10.9,245.18112,1.03486082
-30.263291,149.859508,10.9,245.18112,1.13271999
-30.263277,149.859511,10.9,245.15064,1.191785
-30.263263,149.859513,10.9,245.18112,1.31963103
-30.263249,149.859517,10.9,245.15064,1.31457497
-30.263231,149.85952,10.9,245.08968,1.1110194
-30.26322,149.859522,10.9,245.12016,1.76755645
-30.263207,149.859526,10.9,245.15064,1.49589565
-30.263194,149.859529,10.9,245.15064,1.50883402
-30.263183,149.859532,10.9,245.15064,1.69883534
-30.263172,149.859534,10.9,245.12016,1.64767994
-30.26316,149.859535,10.9,245.15064,1.66546536
-30.263146,149.859536,10.9,245.15064,1.33577779
-30.263136,149.859537,10.9,245.15064,1.96102804
-30.263125,149.859539,10.9,245.08968,1.61793842
-30.263113,149.859541,10.9,245.08968,1.601409
-30.263099,149.859543,10.8,245.08968,1.34015385
-30.263087,149.859545,10.8,245.08968,1.64408954
-30.263077,149.859547,10.8,245.0592,2.12963121
-30.263063,149.859549,10.8,245.0592,1.41969535
-30.263051,149.859552,10.8,245.02872,1.81031362
-30.263042,149.859553,10.8,245.02872,2.50555742
-30.263029,149.859555,10.8,245.0592,1.64978152
-30.263017,149.859558,10.8,245.0592,1.89522933
-30.263005,149.85956,10.8,245.0592,1.90983048
-30.262994,149.859563,10.8,245.02872,1.95323311
-30.262982,149.859565,10.8,245.02872,2.01659409
-30.26297,149.859567,10.8,245.02872,1.96239462
-30.262958,149.859568,10.8,245.02872,1.979916
-30.262947,149.85957,10.8,244.99824,2.02767035
-30.262935,149.859572,10.8,244.96776,1.99451715
-30.262923,149.859574,10.8,244.99824,2.01495876
-30.262911,149.859576,10.8,244.93728,2.00845712
-30.2629,149.859578,10.8,244.96776,2.13188249
-30.262888,149.85958,10.8,244.96776,2.22007572
-30.262877,149.859582,10.8,244.93728,2.26259427
-30.262864,149.859585,10.8,244.9068,2.13155165
-30.262853,149.859587,10.8,244.9068,2.28373445
-30.26284,149.85959,10.8,244.87632,2.06465391
-30.262827,149.859593,10.8,244.87632,2.05000152
-30.262814,149.859595,10.8,244.87632,2.17562451
-30.2628,149.859597,10.8,244.81536,1.9993842
-30.262788,149.859599,10.8,244.84584,2.18666829
-30.262775,149.859601,10.8,244.84584,2.12859158
-30.262762,149.859604,10.8,244.81536,2.11545496
-30.262749,149.859606,10.8,244.78488,2.13901819
-30.262735,149.859609,10.8,244.81536,2.16258143
-30.262722,149.859611,10.8,244.78488,2.15423889
-30.262708,149.859614,10.8,244.7544,2.12343813
-30.262695,149.859616,10.8,244.78488,2.28301575
-30.262681,149.859619,10.8,244.7544,2.22052381
-30.262667,149.859621,10.8,244.72392,2.34212352
-30.262654,149.859623,10.8,244.72392,2.37300867
-30.262641,149.859626,10.8,244.72392,2.42439516
-30.262628,149.859629,10.8,244.72392,2.42177702
-30.262614,149.859632,10.8,244.72392,2.33852026
-30.262601,149.859634,10.5,244.72392,2.42204119
-30.262588,149.859636,10.5,244.69344,2.36033029
-30.262575,149.859638,10.5,244.69344,2.51259907
-30.262562,149.859641,10.5,244.69344,2.52367999
-30.26255,149.859643,10.5,244.69344,2.59863011
-30.262537,149.859645,10.5,244.66296,2.53030875
-30.262525,149.859647,10.5,244.66296,2.61509759
-30.262512,149.859648,10.5,244.66296,2.66219151
-30.262499,149.85965,10.5,244.66296,2.70374497
-30.262487,149.859652,10.5,244.66296,2.69627524
-30.262474,149.859655,10.5,244.66296,2.85821097
-30.262462,149.859657,10.5,244.63248,2.80238496
-30.262449,149.859659,10.5,244.602,2.86164811
-30.262437,149.859661,10.5,244.63248,2.97825913
-30.262423,149.859663,10.5,244.63248,2.65111059
-30.26241,149.859666,10.5,244.602,2.77405151
-30.262396,149.859668,10.5,244.602,2.72729193
-30.262383,149.859671,10.5,244.602,2.77554011
-30.262369,149.859674,10.5,244.602,2.72532596
-30.262355,149.859676,10.5,244.602,2.94480279
-30.262341,149.859678,10.5,244.57152,2.74736511
-30.262327,149.85968,10.5,244.602,2.92790279
-30.262314,149.859682,10.5,244.602,3.00851728
-30.2623,149.859685,10.5,244.57152,2.97869035
-30.262287,149.859688,10.5,244.57152,3.08403075
-30.262273,149.859691,10.5,244.602,3.00851728
-30.26226,149.859694,10.5,244.57152,2.88240213
-30.262246,149.859696,10.5,244.57152,2.89996963
-30.262232,149.859699,10.5,244.57152,2.86949709
-30.262219,149.859701,10.5,244.57152,2.83140643
-30.262206,149.859703,10.4,244.57152,2.89023576
-30.262192,149.859706,10.4,244.57152,2.80505446
-30.262179,149.859709,10.4,244.602,2.7328814
-30.262165,149.859711,10.4,244.57152,2.68307898
-30.262151,149.859714,10.4,244.57152,2.74050804
-30.262137,149.859716,10.4,244.57152,2.7030833
-30.262123,149.859718,10.4,244.57152,2.80505446
-30.262109,149.85972,10.4,244.57152,2.66932602
-30.262095,149.859722,10.4,244.54104,2.66194539
-30.262081,149.859723,10.4,244.54104,2.72271254
-30.262067,149.859725,10.4,244.57152,2.63556873
-30.262053,149.859726,10.4,244.51056,2.56805416
-30.262036,149.859728,10.4,244.51056,2.04682682
-30.262025,149.85973,10.4,244.48008,2.91032802
-30.262008,149.859734,10.4,244.4496,1.89223265
-30.261997,149.859737,10.4,244.4496,2.81868116
-30.26198,149.859741,10.4,244.41912,1.74497655
-30.261967,149.859744,10.4,244.41912,2.08294948
-30.261953,149.859746,10.4,244.41912,2.00999019
-30.261939,149.859749,10.4,244.38864,2.01293437
-30.261925,149.859752,10.4,244.35816,1.97542628
-30.261911,149.859755,10.4,244.38864,1.9498791
-30.261897,149.859757,10.4,244.35816,1.83539606
-30.261883,149.859759,10.4,244.38864,1.75412853
-30.261869,149.859761,10.4,244.35816,1.5853421
-30.261855,149.859764,10.4,244.35816,1.39985853
-30.261842,149.859766,10.4,244.32768,1.2660232
-30.261828,149.859769,10.4,244.35816,1.08324223
-30.261815,149.859772,10.4,244.35816,0.87197983
-30.261801,149.859775,10.4,244.35816,0.69656698
-30.261787,149.859778,10.4,244.35816,0.53511547
-30.261774,149.859781,10.4,244.35816,0.42009065
-30.26176,149.859784,10.4,244.32768,0.32757069
-30.261746,149.859788,10.4,244.35816,0.25664268
-30.261729,149.859791,10.4,244.32768,0.18507327
-30.261711,149.859794,10.4,244.35816,0.16778621
-30.261693,149.859797,10.4,244.2972,0.17956406
-30.261675,149.8598,10.4,244.2972,0.2007012
-30.261658,149.859804,10.4,244.2972,0.21592322
-30.26164,149.859807,10.4,244.26672,0.23555716
-30.261622,149.85981,10.4,244.26672,0.26742784
-30.261605,149.859813,10.4,244.26672,0.29912299
-30.261588,149.859814,10.4,244.2972,0.34574127
-30.26157,149.859816,10.4,244.2972,0.37637992
-30.261552,149.859819,10.4,244.26672,0.41066554
-30.261535,149.859823,10.4,244.26672,0.4556178
-30.261517,149.859826,10.4,244.20576,0.4826991
-30.261499,149.859829,10.4,244.17528,0.52799855
-30.261481,149.859833,10.4,244.20576,0.57249367
-30.261464,149.859836,10.4,244.20576,0.6161527
-30.261447,149.85984,10.4,244.20576,0.64425087
-30.261428,149.859843,10.4,244.20576,0.60461842
-30.261409,149.859847,10.4,244.17528,0.60468406
-30.26139,149.859849,10.4,244.1448,0.61385198
-30.261371,149.859852,10.4,244.17528,0.59711056
-30.261353,149.859855,10.4,244.17528,0.58036914
-30.261334,149.859858,10.4,244.1448,0.56051252
-30.261315,149.859861,10.4,244.1448,0.56681985
-30.261297,149.859863,10.4,244.1448,0.55804725
-30.261278,149.859866,10.4,244.11432,0.5678635
-30.261259,149.859869,10.4,244.11432,0.60641135
-30.26124,149.859873,10.4,244.11432,0.64504883
-30.261222,149.859877,10.4,244.08384,0.7180208
-30.261203,149.85988,10.4,244.08384,0.80730836
-30.261185,149.859884,10.4,244.11432,0.91331437
-30.261166,149.859888,10.4,244.05336,0.976937
-30.261147,149.859891,10.4,244.05336,1.1091591
-30.261129,149.859894,10.4,244.08384,1.19013336
-30.26111,149.859897,10.4,244.02288,1.24258521
-30.261094,149.8599,10.4,243.9924,1.47660336
-30.261078,149.859902,10.4,243.9924,1.54036761
-30.261062,149.859905,10.4,244.02288,1.63748571
-30.261046,149.859908,10.4,243.9924,1.61817527
-30.261032,149.859912,10.4,243.9924,1.72791193
-30.261017,149.859915,10.4,244.02288,1.66378211
-30.261003,149.859918,10.4,243.9924,1.70000394
-30.260989,149.859921,10.4,243.9924,1.63428123
-30.260975,149.859923,10.4,243.9924,1.61143644
-30.260961,149.859925,10.4,243.96192,1.60159561
-30.260948,149.859928,10.4,243.9924,1.6002576
-30.260936,149.859934,10.4,244.02288,1.54751576
-30.260925,149.859941,10.4,243.9924,1.39731046
-30.260916,149.859951,10.4,244.02288,1.29236979
-30.260908,149.859962,10.4,244.02288,1.14672067
-30.260901,149.859975,10.4,244.05336,1.05386378
-30.260897,149.859989,10.4,244.02288,0.94293075
-30.260894,149.860003,10.4,244.08384,0.85587914
-30.260891,149.860018,10.4,244.11432,0.70061729
-30.260888,149.860035,10.4,244.11432,0.56853177
-30.260883,149.860052,10.4,244.08384,0.51906723
-30.260878,149.860069,10.4,244.11432,0.50218529
-30.260872,149.860085,10.4,244.11432,0.46208501
-30.260866,149.860105,10.4,244.1448,0.39002087
-30.260862,149.86012,10.4,244.1448,0.51808594
-30.260856,149.860138,10.4,244.1448,0.39576108
-30.260849,149.86016,10.4,244.17528,0.32989677
-30.260844,149.860175,10.4,244.20576,0.45509821
-30.260837,149.860193,10.4,244.17528,0.36484224
-30.26083,149.860215,10.4,244.17528,0.30506583
-30.260824,149.860233,10.4,244.17528,0.35453597
-30.26082,149.860249,10.4,244.1448,0.4091756
-30.260813,149.860272,10.4,244.17528,0.28107189
-30.260807,149.86029,10.4,244.23624,0.30707284
-30.260801,149.86031,10.4,244.26672,0.2703115
-30.260795,149.860331,10.4,244.20576,0.23624
-30.260789,149.860352,10.4,244.23624,0.21655908
-30.260783,149.860373,10.4,244.23624,0.19296333
-30.260777,149.860394,10.4,244.20576,0.17250746
-30.26077,149.860414,10.4,244.26672,0.17159953
-30.260765,149.860435,10.4,244.26672,0.15804615
-30.260759,149.860456,10.4,244.23624,0.15437066
-30.260753,149.860477,10.4,244.23624,0.1598839
-30.260747,149.860497,10.4,244.26672,0.17541285
-30.260741,149.860518,10.4,244.2972,0.19019536
-30.260735,149.860539,10.4,244.2972,0.19792962
-30.260729,149.860559,10.4,244.26672,0.21685402
-30.260723,149.86058,10.4,244.32768,0.24103967
-30.260717,149.860601,10.4,244.2972,0.24514219
-30.260711,149.860622,10.4,244.26672,0.26095993
-30.260705,149.860643,10.4,244.2972,0.27681899
-30.260699,149.860663,10.4,244.32768,0.28274394
-30.260693,149.860684,10.4,244.32768,0.29390489
-30.260688,149.860706,10.4,244.26672,0.28910308
-30.260681,149.860728,10.4,244.35816,0.2911992
-30.260674,149.860752,10.4,244.32768,0.27748009
-30.260668,149.860775,10.4,244.35816,0.29014413
-30.260661,149.860798,10.4,244.35816,0.29194472
-30.260654,149.860821,10.4,244.38864,0.3017499
-30.260647,149.860844,10.4,244.38864,0.30506583
-30.260641,149.860867,10.4,244.35816,0.30506583
-30.260635,149.86089,10.4,244.35816,0.29659178
-30.260629,149.860912,10.4,244.32768,0.29639919
-30.260623,149.860935,10.4,244.32768,0.2879273
-30.260616,149.860957,10.4,244.38864,0.29103982
-30.26061,149.86098,10.4,244.38864,0.28133849
-30.260604,149.861002,10.4,244.38864,0.2830333
-30.260597,149.861025,10.4,244.41912,0.29135501
-30.260591,149.861048,10.4,244.4496,0.30337102
-30.260584,149.861071,10.4,244.38864,0.30834611
-30.260577,149.861093,10.4,244.41912,0.34839905
-30.260571,149.861116,10.4,244.48008,0.36505068
-30.260564,149.861139,10.4,244.51056,0.38133229
-30.260557,149.861163,10.4,244.51056,0.37656563
-30.260549,149.861188,10.6,244.48008,0.36917968
-30.260542,149.861213,10.6,244.48008,0.37822082
-30.260535,149.861239,10.6,244.54104,0.39047353
-30.260527,149.861264,10.6,244.4496,0.3804811
-30.260519,149.861288,10.6,244.602,0.41218786
-30.260512,149.861312,10.6,244.51056,0.4063695
-30.260503,149.861338,10.6,244.54104,0.37678711
-30.260495,149.861363,10.6,244.57152,0.3804811
-30.260488,149.861388,10.6,244.54104,0.36917968
-30.26048,149.861413,10.6,244.602,0.3616454
-30.260472,149.861439,10.6,244.57152,0.35019037
-30.260465,149.861465,10.6,244.63248,0.32654883
-30.260456,149.861492,10.6,244.63248,0.29452056
-30.260448,149.861519,10.6,244.63248,0.28747461
-30.26044,149.861546,10.6,244.63248,0.28731657
-30.260433,149.861573,10.6,244.602,0.28042866
-30.260425,149.8616,10.6,244.66296,0.2771051
-30.260418,149.861628,10.6,244.63248,0.25691201
-30.260411,149.861655,10.6,244.66296,0.24749051
-30.260404,149.861682,10.6,244.72392,0.2383391
-30.260396,149.86171,10.6,244.66296,0.22690509
-30.260388,149.861736,10.6,244.7544,0.22901339
-30.26038,149.861763,10.6,244.72392,0.20339737
-30.260372,149.861789,10.6,244.7544,0.18118148
-30.260364,149.861817,10.6,244.69344,0.15219244
-30.260356,149.861843,10.6,244.72392,0.13370177
-30.260348,149.861869,10.6,244.7544,0.11968532
-30.260344,149.861888,10.6,244.7544,0.13779586
-30.260343,149.861905,10.6,244.78488,0.13472773
-30.260345,149.861916,10.6,244.81536,0.14181568
-30.26035,149.861934,10.6,244.78488,0.06617063
-30.260361,149.861953,10.6,244.81536,0.03848544
-30.26037,149.861965,10.6,244.78488,0.04173019
-30.260379,149.861973,10.6,244.78488,0.03804811
-30.260383,149.861975,10.6,244.81536,0.06764108
-30.26039,149.861979,10.6,244.81536,0.02378007
-30.260399,149.861984,10.6,244.81536,0.01352822
-30.260407,149.861987,10.6,244.84584,0.01233993
-30.260407,149.861986,10.6,244.84584,0.60876976
-30.260532,149.861924,10.6,244.9068,0.00287156
-30.260545,149.861918,10.6,244.9068,0.01227358
-30.26056,149.861911,10.6,244.9068,0.02646825
-30.260574,149.861905,10.6,244.93728,0.05707216
-30.260589,149.861899,10.6,244.93728,0.08359866
-30.260606,149.861892,10.6,244.9068,0.11363702
-30.260621,149.861885,10.6,244.93728,0.15862311
-30.260637,149.861879,10.6,244.93728,0.18921222
-30.260653,149.861872,10.6,244.93728,0.22623201
-30.260669,149.861865,10.6,244.93728,0.261771
-30.260685,149.861859,10.6,244.93728,0.30027157
-30.260701,149.861852,10.6,244.96776,0.34296888
-30.260717,149.861846,10.6,244.96776,0.3429403
-30.260732,149.86184,10.6,244.93728,0.38265528
-30.260748,149.861833,10.6,244.96776,0.36526186
-30.260764,149.861826,10.6,244.93728,0.39105002
-30.26078,149.861819,10.6,244.93728,0.38849123
-30.260796,149.861813,10.6,244.93728,0.4253049
-30.260813,149.861806,10.6,244.93728,0.41704682
-30.26083,149.861799,10.6,244.9068,0.4195048
-30.260847,149.861792,10.6,244.93728,0.42043162
-30.260865,149.861784,10.6,244.9068,0.42651462
-30.260881,149.861777,10.6,244.93728,0.48576491
-30.260895,149.861772,10.6,244.93728,0.55725847
-30.260909,149.861766,10.6,244.93728,0.55803895
-30.260924,149.86176,10.6,244.93728,0.54971001
-30.260938,149.861754,10.6,244.93728,0.55342705
-30.260953,149.861747,10.6,244.9068,0.52715932
-30.260967,149.861741,10.6,244.87632,0.54971001
-30.260982,149.861735,10.6,244.84584,0.55425306
-30.260996,149.861729,10.6,244.87632,0.55652459
-30.26101,149.861723,10.6,244.87632,0.57833127
-30.261025,149.861717,10.6,244.84584,0.55953103
-30.261042,149.861709,10.6,244.87632,0.48547462
-30.261058,149.861703,10.6,244.84584,0.5174543
-30.261075,149.861696,10.6,244.9068,0.51465075
-30.261092,149.86169,10.6,244.9068,0.50796697
-30.261109,149.861683,10.6,244.9068,0.49808435
-30.261125,149.861676,10.6,244.87632,0.4862252
-30.261141,149.861669,10.6,244.93728,0.48904504
-30.261162,149.861661,10.6,244.9068,0.37400483
-30.261175,149.861656,10.6,244.9068,0.55803895
-30.261195,149.861648,10.6,244.84584,0.34000439
-30.261208,149.861642,10.6,244.9068,0.52866848
-30.261228,149.861634,10.6,244.9068,0.3012142
-30.261245,149.861627,10.6,244.93728,0.36446084
-30.261261,149.861621,10.6,244.87632,0.34984496
-30.261277,149.861615,10.6,244.93728,0.35934326
-30.261294,149.861608,10.6,244.9068,0.31609199
-30.261311,149.861601,10.6,244.93728,0.32061874
-30.261328,149.861594,10.6,244.93728,0.30438488
-30.261344,149.861587,10.6,244.9068,0.30037982
-30.26136,149.861581,10.6,244.96776,0.30015731
-30.261373,149.861575,10.6,244.96776,0.31911318
-30.261385,149.86157,10.6,244.93728,0.31797349
-30.261395,149.861565,10.6,244.96776,0.34077872
-30.261404,149.861561,10.6,244.99824,0.32612666
-30.261436,149.861548,10.6,244.99824,0.13005536
-30.261448,149.861544,10.6,244.96776,0.09131546
-30.261461,149.861539,10.6,244.93728,0.05834044
-30.261475,149.861535,10.6,244.93728,0.04127253
-30.261486,149.861532,10.6,244.99824,0.03348234
-30.261498,149.861528,10.6,244.96776,0.025844
-30.261511,149.861524,10.6,244.99824,0.02209245
-30.261527,149.861519,10.6,244.99824,0.02143555
-30.261544,149.861515,10.6,245.0592,0.03127242
-30.26156,149.861512,10.6,245.02872,0.05144533
-30.261576,149.861507,10.6,245.0592,0.06671449
-30.261592,149.861502,10.6,245.12016,0.08547795
-30.26161,149.861498,10.6,245.08968,0.1001773
-30.261627,149.861492,10.6,245.12016,0.12329514
-30.261645,149.861487,10.6,245.12016,0.14256001
-30.261662,149.861481,10.6,245.18112,0.158046
-30.261679,149.861475,10.6,245.18112,0.17338379
-30.261697,149.861468,10.6,245.15064,0.18536259
-30.261714,149.861462,10.6,245.18112,0.18536259
-30.26173,149.861456,10.6,245.2116,0.19172294
-30.261747,149.861447,10.6,245.2116,0.19214296
-30.261763,149.861439,10.6,245.24208,0.20753515
-30.26178,149.861431,10.6,245.24208,0.21191352
-30.261797,149.861422,10.6,245.24208,0.21983352
-30.261816,149.861412,10.6,245.27256,0.20905555
-30.261836,149.861404,10.6,245.33352,0.22001733
-30.261855,149.861395,10.6,245.33352,0.25306417
-30.261874,149.861387,10.6,245.33352,0.25588399
-30.261893,149.861378,10.6,245.364,0.27531441
-30.261912,149.86137,10.6,245.364,0.28709028
-30.261933,149.861361,10.6,245.33352,0.27362258
-30.261955,149.861352,10.6,245.364,0.24470157
-30.261977,149.861344,10.6,245.42496,0.23121544
-30.262001,149.861336,10.6,245.39448,0.22200549
-30.262025,149.861327,10.6,245.42496,0.21502418
-30.262048,149.861318,10.6,245.45544,0.21804494
-30.262072,149.861309,10.6,245.48592,0.20061731
-30.262095,149.861299,10.6,245.45544,0.20197501
-30.262118,149.86129,10.6,245.45544,0.20244466
-30.262138,149.861283,10.6,245.5164,0.23167071
-30.262157,149.861276,10.6,245.5164,0.24212434
-30.262177,149.861268,10.6,245.5164,0.24181688
-30.262197,149.861261,10.6,245.48592,0.23414222
-30.262214,149.861254,10.6,245.57736,0.26116974
-30.262229,149.861248,10.6,245.5164,0.29556213
-30.262243,149.861243,10.6,245.5164,0.31163214
-30.262251,149.86124,10.6,245.48592,0.55803895
-30.262256,149.861238,10.6,245.54688,0.63413517
-30.262262,149.861236,10.6,245.5164,0.54438065
-30.262265,149.861234,10.6,245.54688,0.81467718
-30.262272,149.861231,10.6,245.54688,0.45182131
-30.262278,149.861229,10.6,245.54688,0.57615709
-30.262285,149.861226,10.6,245.54688,0.64550587
-30.262291,149.861224,10.6,245.57736,0.73997014
-30.2623,149.86122,10.6,245.57736,0.64960188
-30.262308,149.861216,10.6,245.60784,0.87022857
-30.262317,149.861212,10.6,245.57736,0.95916631
-30.26233,149.861207,10.6,245.57736,0.81169301
-30.262345,149.8612,10.6,245.57736,0.7223782
-30.26236,149.861194,10.6,245.60784,0.82272145
-30.262373,149.861188,10.6,245.60784,1.04960303
-30.262392,149.861181,10.6,245.60784,0.73329085
-30.262407,149.861175,10.6,245.60784,0.97491389
-30.262422,149.861169,10.6,245.63832,0.99720121
-30.262437,149.861163,10.6,245.63832,0.90445793
-30.262452,149.861156,10.6,245.63832,0.80682841
-30.262467,149.861149,10.6,245.63832,0.78922651
-30.262478,149.861145,10.6,245.60784,1.03998167
-30.262487,149.861141,10.6,245.63832,1.00643388
-30.262496,149.861137,10.6,245.60784,0.63413517
-30.262501,149.861135,10.6,245.63832,1.09301843
-30.262508,149.861131,10.6,245.6688,0.66095003
-30.262518,149.861127,10.6,245.6688,0.5242184
-30.262528,149.861122,10.6,245.6688,0.57156716
-30.262541,149.861117,10.6,245.6688,0.47866977
-30.262555,149.86111,10.6,245.6688,0.5257557
-30.262567,149.861105,10.6,245.6688,0.73052371
-30.262578,149.861101,10.6,245.6688,0.94421432
-30.262591,149.861096,10.6,245.6688,0.87510653
-30.262604,149.861091,10.6,245.6688,0.99939702
-30.262618,149.861086,10.6,245.6688,1.0972584
-30.262633,149.86108,10.6,245.69928,1.05900573
-30.26265,149.861073,10.6,245.69928,1.09499496
-30.262667,149.861066,10.6,245.6688,1.15095533
-30.262685,149.861059,10.6,245.6688,1.2460756
-30.262702,149.861052,10.6,245.72976,1.30105976
-30.26272,149.861044,10.6,245.69928,1.40167358
-30.262738,149.861038,10.6,245.72976,1.50290034
-30.262755,149.861031,10.6,245.76024,1.56948454
-30.262773,149.861024,10.6,245.72976,1.5677655
-30.262792,149.861016,10.6,245.76024,1.56793607
-30.262813,149.861007,10.6,245.76024,1.39560467
-30.262836,149.860998,10.6,245.72976,1.34981893
-30.262859,149.860989,10.6,245.76024,1.46522526
-30.262881,149.860981,10.6,245.79072,1.51446399
-30.262902,149.860972,10.6,245.79072,1.61108765
-30.262925,149.860963,10.6,245.79072,1.59580423
-30.262946,149.860953,10.6,245.8212,1.67110313
-30.262968,149.860944,10.6,245.79072,1.71329509
-30.26299,149.860936,11.9,245.8212,1.74276006
-30.263011,149.860927,11.9,245.88216,1.78460278
-30.263034,149.860918,11.9,245.79072,1.72840281
-30.263055,149.860909,11.9,245.88216,1.8368605
-30.263077,149.860899,11.9,245.8212,1.7269467
-30.263099,149.86089,11.9,245.85168,1.73799601
-30.263121,149.86088,11.9,245.8212,1.73064408
-30.263142,149.860872,11.9,245.85168,1.81366782
-30.263163,149.860862,11.9,245.88216,1.73738456
-30.263185,149.860853,11.9,245.85168,1.71741061
-30.263207,149.860844,11.9,245.88216,1.72623292
-30.263229,149.860835,11.9,245.85168,1.75520389
-30.263251,149.860825,11.9,245.85168,1.79375304
-30.263272,149.860817,11.9,245.88216,1.8739688
-30.263294,149.860807,11.9,245.85168,1.77379425
-30.263316,149.860798,11.9,245.85168,1.86874271
-30.263337,149.860789,11.9,245.88216,1.92524514
-30.263359,149.860779,11.9,245.85168,1.82571017
-30.26338,149.860769,11.9,245.88216,1.90323796
-30.263402,149.86076,11.9,245.85168,1.86738996
-30.263424,149.86075,11.9,245.8212,1.86591957
-30.263446,149.860742,11.9,245.85168,1.89873858
-30.263468,149.860732,11.9,245.85168,1.86508975
-30.263489,149.860723,11.9,245.85168,1.86424333
-30.263511,149.860714,11.9,245.85168,1.86874271
-30.263533,149.860704,11.9,245.85168,1.82304997
