latitude,longitude,moisture,elevation_m,yield_t_ha
-30.27555,149.8941,14.4,265.51128,4.55932119
-30.275568,149.8941,14.4,265.54176,4.4227055
-30.275587,149.894101,14.4,265.57224,4.24601586
-30.275605,149.894101,14.4,265.57224,4.0893632
-30.275624,149.894101,14.4,265.57224,3.84323548
-30.275643,149.894101,14.4,265.54176,3.89315382
-30.275662,149.894102,14.4,265.51128,3.78013465
-30.275681,149.894102,14.4,265.51128,3.94164053
-30.2757,149.894102,14.4,265.51128,4.08385359
-30.275721,149.894103,18,265.54176,3.44828994
-30.27574,149.894103,18,265.54176,4.01079853
-30.275759,149.894103,18,265.54176,4.16865137
-30.275777,149.894104,18,265.54176,4.14303744
-30.275795,149.894104,18,265.54176,4.37638936
-30.275813,149.894104,18,265.57224,4.20180515
-30.275832,149.894104,18,265.57224,4.15818176
-30.27585,149.894104,18,265.54176,4.08489446
-30.275869,149.894105,18,265.54176,3.83969946
-30.275888,149.894105,18,265.57224,3.78948961
-30.275907,149.894105,18,265.54176,3.77078449
-30.275925,149.894105,18,265.57224,3.72080609
-30.275944,149.894106,18,265.54176,3.65329951
-30.275962,149.894106,18,265.57224,3.77789621
-30.275982,149.894106,18,265.54176,3.56631619
-30.276,149.894107,18,265.51128,3.72252948
-30.276019,149.894107,18,265.54176,3.8179193
-30.276037,149.894107,18,265.51128,3.88422685
-30.276056,149.894108,18,265.51128,3.95402428
-30.276073,149.894108,18,265.54176,4.12341727
-30.276092,149.894108,17.9,265.54176,4.0186778
-30.27611,149.894108,17.9,265.57224,4.15226169
-30.276129,149.894108,17.9,265.54176,4.06008968
-30.276148,149.894109,17.9,265.54176,4.04628572
-30.276166,149.894109,17.9,265.54176,4.10210548
-30.276185,149.894109,17.9,265.54176,4.04283473
-30.276204,149.89411,17.9,265.4808,3.97478289
-30.276222,149.89411,17.9,265.51128,4.04095825
-30.27624,149.89411,17.9,265.4808,4.09260862
-30.276259,149.89411,17.9,265.4808,3.7921806
-30.276278,149.89411,17.9,265.4808,3.80989291
-30.276296,149.894111,17.9,265.4808,3.77715164
-30.276315,149.894111,17.9,265.4808,3.69678671
-30.276333,149.894112,17.9,265.51128,3.59196289
-30.276351,149.894112,17.9,265.45032,3.49587439
-30.27637,149.894112,17.9,265.45032,3.31345538
-30.276389,149.894112,17.9,265.4808,3.30544445
-30.276408,149.894113,17.9,265.45032,3.14982795
-30.276426,149.894113,17.9,265.45032,3.1265969
-30.276445,149.894113,17.9,265.41984,3.04585636
-30.276464,149.894113,17.9,265.41984,3.08007324
-30.276482,149.894114,17.9,265.41984,3.00063576
-30.276501,149.894114,17.9,265.41984,2.99272006
-30.276519,149.894114,17.9,265.41984,2.94030815
-30.276538,149.894114,17.9,265.38936,2.85741968
-30.276557,149.894115,13.9,265.38936,2.91004202
-30.276575,149.894115,13.9,265.38936,2.91158677
-30.276594,149.894115,13.9,265.35888,2.80610887
-30.276613,149.894115,13.9,265.35888,2.81530478
-30.276632,149.894116,13.9,265.29792,2.88385522
-30.276651,149.894116,13.9,265.3284,2.75176359
-30.276669,149.894116,13.9,265.29792,2.91866669
-30.276688,149.894117,13.9,265.29792,2.85378977
-30.276707,149.894117,13.9,265.29792,2.9640641
-30.276726,149.894117,13.9,265.29792,2.97260435
-30.276744,149.894117,13.9,265.29792,3.06524129
-30.276763,149.894118,13.9,265.26744,2.92974703
-30.276782,149.894118,13.9,265.26744,2.9922668
-30.276801,149.894118,13.9,265.26744,2.9565169
-30.27682,149.894118,13.9,265.20648,2.917192
-30.276839,149.894119,13.9,265.20648,2.86356715
-30.276858,149.894119,13.9,265.176,2.81530478
-30.276876,149.894119,13.9,265.176,2.79939387
-30.276895,149.89412,13.9,265.176,2.74329742
-30.276914,149.89412,13.9,265.176,2.65443022
-30.276933,149.89412,13.9,265.14552,2.5918679
-30.276955,149.89412,13.9,265.08456,2.11635772
-30.27697,149.894121,13.9,265.08456,3.08032156
-30.276989,149.894121,13.9,265.08456,2.40931996
-30.277011,149.894121,13.9,265.0236,1.87854791
-30.27703,149.894121,13.9,265.0236,2.0767678
-30.277046,149.894122,13.9,264.99312,2.39113486
-30.277069,149.894122,13.9,264.93216,1.4950609
-30.277088,149.894122,13.9,264.93216,1.69532065
-30.277106,149.894123,13.9,264.93216,1.71943279
-30.277119,149.894123,13.9,264.93216,2.27833498
-30.277138,149.894123,13.9,264.90168,1.50713175
-30.277155,149.894123,13.9,264.84072,1.71271414
-30.277169,149.894124,13.9,264.74928,1.96220833
-30.277189,149.894124,13.9,264.7188,1.39332089
-30.277205,149.894124,13.9,264.7188,1.65693024
-30.277216,149.894124,13.9,264.68832,2.19861897
-30.277099,149.894196,13.9,264.99312,0.28452716
-30.277102,149.894204,13.9,264.93216,0.50634861
-30.277105,149.894212,13.9,264.90168,0.41135452
-30.277131,149.894211,13.9,264.93216,0.92830579
-30.277132,149.894221,13.9,264.93216,0.81773197
-30.277132,149.89423,13.9,264.93216,0.97848448
-30.277131,149.894242,13.9,264.90168,0.9632045
-30.277106,149.894249,13.9,264.96264,0.48532478
-30.277101,149.89426,13.9,264.96264,0.67424315
-30.277095,149.894269,13.9,264.93216,0.92716955
-30.277088,149.894279,13.9,264.96264,1.10419531
-30.277081,149.894287,13.9,264.99312,1.3224286
-30.277074,149.894295,13.9,264.99312,1.59186831
-30.277066,149.894303,13.9,264.99312,1.67095042
-30.277058,149.89431,13.9,265.0236,1.80886379
-30.27705,149.894318,13.9,265.0236,1.82403944
-30.277041,149.894324,13.9,265.0236,1.93614818
-30.277032,149.89433,13.9,265.0236,1.84683994
-30.277023,149.894334,13.9,265.05408,1.86549489
-30.277013,149.894338,13.9,265.05408,1.84550744
-30.277003,149.894341,13.9,265.05408,1.82885124
-30.276993,149.894344,13.9,265.08456,1.73659035
-30.276983,149.894346,13.9,265.08456,1.81552627
-30.276973,149.894348,13.9,265.05408,1.81885751
-30.276963,149.894349,13.9,265.08456,1.7882101
-30.276953,149.894351,13.9,265.11504,1.90206107
-30.276942,149.894357,13.9,265.11504,1.64680872
-30.276931,149.894361,13.9,265.11504,1.71785429
-30.276919,149.894364,13.9,265.14552,1.62046361
-30.276903,149.894367,13.9,265.14552,1.32354675
-30.276887,149.894369,13.9,265.14552,1.26343175
-30.276871,149.89437,13.9,265.14552,1.30242
-30.276855,149.89437,13.9,265.176,1.34678689
-30.27684,149.89437,13.9,265.176,1.38714801
-30.276823,149.894369,13.9,265.176,1.480197
-30.276808,149.894368,13.9,265.20648,1.64680872
-30.276792,149.894368,13.9,265.26744,1.72120457
-30.276776,149.894367,13.9,265.26744,2.09084353
-30.276759,149.894367,13.9,265.29792,1.97468556
-30.276743,149.894367,13.9,265.29792,2.2007129
-30.276728,149.894366,13.9,265.26744,2.43141392
-30.276712,149.894366,13.9,265.3284,2.51898917
-30.276696,149.894366,13.9,265.3284,2.72887414
-30.27668,149.894366,13.9,265.3284,2.7325693
-30.276665,149.894365,13.9,265.38936,2.94037527
-30.276648,149.894365,13.9,265.38936,2.68923673
-30.276632,149.894365,13.9,265.38936,2.77429602
-30.276616,149.894365,13.9,265.38936,2.71481647
-30.276601,149.894364,13.9,265.41984,2.63196996
-30.276584,149.894364,13.9,265.41984,2.50642563
-30.276569,149.894364,13.9,265.45032,2.44503424
-30.276553,149.894364,13.9,265.45032,2.32425434
-30.276537,149.894363,13.9,265.4808,2.29845964
-30.276521,149.894363,13.9,265.4808,2.22793389
-30.276505,149.894363,13.9,265.4808,2.26871987
-30.276489,149.894363,13.9,265.51128,2.30695672
-30.276473,149.894363,13.9,265.54176,2.37918188
-30.276457,149.894362,13.9,265.54176,2.47264974
-30.276441,149.894362,13.9,265.54176,2.5587737
-30.276425,149.894362,13.9,265.57224,2.69487868
-30.276406,149.894362,13.9,265.60272,2.4465291
-30.276393,149.894361,13.9,265.60272,3.64379308
-30.276374,149.894361,13.9,265.6332,2.6853914
-30.276358,149.894361,13.9,265.6332,3.23092293
-30.276346,149.894361,13.9,265.60272,4.24533336
-30.276327,149.894361,13.9,265.66368,2.95139716
-30.276311,149.89436,13.9,265.69416,3.48638152
-30.276295,149.89436,13.9,265.66368,3.53244782
-30.276279,149.89436,13.9,265.69416,3.73655841
-30.276263,149.89436,13.9,265.69416,3.66224069
-30.276248,149.894359,13.9,265.72464,3.74411878
-30.276232,149.894359,12,265.72464,3.7430877
-30.276215,149.894359,12,265.72464,3.70302808
-30.2762,149.894359,12,265.75512,3.95987969
-30.276184,149.894359,12,265.7856,3.83297317
-30.276168,149.894358,12,265.7856,3.9875661
-30.276152,149.894358,12,265.81608,3.97102707
-30.276137,149.894358,12,265.81608,3.99925198
-30.276121,149.894358,12,265.81608,4.02964803
-30.276105,149.894357,12,265.84656,3.99776319
-30.276089,149.894357,12,265.81608,4.00846384
-30.276072,149.894357,12,265.81608,3.90960172
-30.276056,149.894357,12,265.81608,3.9116824
-30.276039,149.894357,12,265.81608,3.90960172
-30.276023,149.894356,12,265.81608,3.96044656
-30.276006,149.894356,12,265.81608,3.91376308
-30.27599,149.894355,12,265.7856,3.97943644
-30.275973,149.894355,12,265.81608,3.93873127
-30.275957,149.894355,12,265.81608,4.08550853
-30.27594,149.894355,12,265.7856,3.86307767
-30.275924,149.894355,12,265.7856,4.15034543
-30.275908,149.894354,12,265.81608,4.2888209
-30.275891,149.894354,12,265.81608,4.31281447
-30.275875,149.894354,12,265.81608,4.34862565
-30.275855,149.894354,12,265.7856,3.80764829
-30.275836,149.894353,16,265.75512,3.82262367
-30.275817,149.894353,16,265.7856,3.86960385
-30.275798,149.894353,16,265.7856,3.90184645
-30.275779,149.894352,16,265.75512,3.98696526
-30.275759,149.894352,16,265.75512,4.09185625
-30.27574,149.894352,16,265.75512,4.13320554
-30.275721,149.894352,16,265.7856,4.15215729
-30.275703,149.894351,16,265.72464,4.19930556
-30.275684,149.894351,16,265.72464,4.18361048
-30.275665,149.894351,16,265.75512,4.09013337
-30.275646,149.894351,16,265.7856,4.0999034
-30.275627,149.89435,16,265.81608,4.14520114
-30.275608,149.89435,16,265.75512,3.80715427
-30.275589,149.89435,16,265.72464,3.78608486
-30.27557,149.89435,16,265.7856,3.87511283
-30.275551,149.894349,16,265.7856,3.75072466
-30.275532,149.894349,16,265.75512,3.74383311
-30.275512,149.894349,16,265.75512,3.74900177
-30.275493,149.894348,16,265.72464,3.68602519
-30.275474,149.894348,16,265.69416,3.75714446
-30.275454,149.894348,18.5,265.66368,3.67262649
-30.275435,149.894348,18.5,265.60272,3.82040598
-30.275415,149.894347,18.5,265.54176,3.87829357
-30.275395,149.894347,18.5,265.41984,3.9974499
-30.275379,149.894347,18.5,265.60272,4.78570622
-30.275361,149.894347,18.5,265.72464,4.5381473
-30.275341,149.894347,18.5,265.66368,4.31411191
-30.275323,149.894346,18.5,265.69416,4.65831863
-30.275304,149.894346,18.5,265.72464,4.53675076
-30.275286,149.894345,18.5,265.75512,4.68780166
-30.275267,149.894345,18.5,265.75512,4.50747719
-30.275248,149.894345,18.5,265.75512,4.39580546
-30.275229,149.894344,18.5,265.7856,4.16899646
-30.27521,149.894344,18.5,265.81608,4.02525835
-30.275191,149.894344,18.5,265.81608,3.75610868
-30.275172,149.894344,18.5,265.84656,3.55826747
-30.275153,149.894343,18.5,265.84656,3.34697686
-30.275134,149.894343,18.5,265.90752,2.9912474
-30.275115,149.894343,18.5,265.90752,2.82000683
-30.275096,149.894343,18.5,265.938,2.7523275
-30.275077,149.894343,18.5,265.99896,2.50234114
-30.275058,149.894342,18.5,266.02944,2.44890931
-30.275035,149.894342,18.5,266.02944,2.0068781
-30.27502,149.894342,18.5,266.0904,2.97247796
-30.275001,149.894341,18.5,266.0904,2.35362751
-30.274982,149.894341,20.3,266.15136,2.37187674
-30.274959,149.894341,20.3,266.15136,1.90882279
-30.27494,149.89434,20.3,266.18184,2.45897956
-30.274926,149.89434,20.3,266.21232,3.26491992
-30.274903,149.89434,20.3,266.27328,2.09967214
-30.274884,149.894339,20.3,266.30376,2.62531446
-30.274865,149.894339,20.3,266.30376,2.68579805
-30.274846,149.894339,20.3,266.30376,2.78639138
-30.274826,149.894339,20.3,266.33424,2.79111888
-30.274807,149.894339,20.3,266.30376,2.90975077
-30.274792,149.894338,20.3,266.33424,3.77229819
-30.27477,149.894338,20.3,266.3952,2.63385867
-30.27475,149.894338,20.3,266.3952,3.12879943
-30.274731,149.894337,20.3,266.33424,3.13354782
-30.274712,149.894337,20.3,266.33424,3.17231336
-30.274693,149.894337,20.3,266.27328,3.21430936
-30.274673,149.894337,20.3,266.30376,3.27592166
-30.274655,149.894337,20.3,266.33424,3.35513356
-30.274636,149.894336,20.3,266.33424,3.36315288
-30.274618,149.894336,20.3,266.3952,3.2512802
-30.274599,149.894336,20.3,266.42568,3.07812399
-30.27458,149.894335,20.3,266.45616,2.98991046
-30.274561,149.894335,20.3,266.51712,2.91201891
-30.274542,149.894335,20.3,266.51712,2.62694915
-30.274523,149.894334,20.3,266.57808,2.37359121
-30.274504,149.894334,20.3,266.57808,2.2964993
-30.274485,149.894334,20.3,266.60856,2.03359462
-30.274466,149.894334,20.3,266.63904,1.95836035
-30.274446,149.894333,20.3,266.66952,1.85751546
-30.274428,149.894333,20.3,266.7,1.89616135
-30.274408,149.894333,13.4,266.7,2.00955387
-30.274389,149.894332,13.4,266.7,2.11134787
-30.27437,149.894331,13.4,266.73048,2.27632434
-30.274351,149.894328,13.4,266.73048,2.4816674
-30.274332,149.894324,13.4,266.73048,2.73892244
-30.274314,149.894319,13.4,266.73048,2.99885624
-30.274296,149.894312,13.4,266.76096,3.25792787
-30.274279,149.894304,13.4,266.79144,3.46541602
-30.274262,149.894295,13.4,266.76096,3.59035726
-30.274245,149.894284,13.4,266.79144,3.77664823
-30.27423,149.894272,13.4,266.79144,3.85855145
-30.274216,149.894259,13.4,266.82192,3.96575365
-30.274201,149.894244,13.4,266.82192,3.89779396
-30.274187,149.894229,13.4,266.82192,3.80849948
-30.274174,149.894213,13.4,266.79144,3.82418937
-30.274161,149.894197,13.4,266.79144,3.77913418
-30.274148,149.894181,13.4,266.82192,3.59683394
-30.274135,149.894165,13.4,266.79144,6.98907432
-30.274122,149.89415,13.4,266.82192,6.44358559
-30.274089,149.894158,13.4,266.82192,3.3328395
-30.274075,149.894145,13.4,266.79144,5.60217988
-30.266504,149.90097,13.4,274.04568,0.33580318
-30.266507,149.900974,13.4,273.98472,0.39804962
-30.26651,149.900978,13.4,273.98472,0.54314763
-30.266512,149.900982,13.4,273.95424,0.69833267
-30.266515,149.900986,13.4,273.92376,0.89231397
-30.266518,149.90099,13.4,273.89328,1.06146566
-30.26652,149.900994,13.4,273.92376,1.42511593
-30.266523,149.900999,13.4,273.89328,1.49637173
-30.266526,149.901004,13.4,273.92376,1.49348731
-30.266529,149.901009,13.4,273.92376,1.60939817
-30.266532,149.901015,13.4,273.92376,1.7629667
-30.266535,149.90102,13.4,273.89328,1.87967878
-30.266538,149.901026,13.4,273.92376,1.97181989
-30.26654,149.901032,13.4,273.89328,1.99024812
-30.266543,149.901039,13.4,273.92376,1.69539654
-30.266544,149.901043,13.4,273.92376,2.57995126
-30.266547,149.90105,13.4,273.89328,1.61115324
-30.266548,149.901055,13.4,273.92376,2.41614483
-30.266551,149.901061,13.4,273.92376,1.47952307
-30.266554,149.901067,13.4,273.95424,1.67696832
-30.266559,149.901072,13.4,273.98472,1.35733396
-30.266564,149.901077,13.4,273.98472,1.37948414
-30.266568,149.901079,13.4,273.98472,1.99412774
-30.266572,149.901082,13.4,274.0152,2.17669838
-30.266575,149.901084,13.4,274.0152,2.10732153
-30.266573,149.901068,13.4,274.0152,0.55920126
-30.266579,149.901072,13.4,274.0152,0.36365027
-30.266586,149.901076,13.4,274.04568,0.48983406
-30.266593,149.901078,13.4,274.0152,0.64038076
-30.2666,149.90108,13.4,274.04568,0.8992973
-30.266607,149.901081,13.4,274.0152,1.06883695
-30.266615,149.90108,13.4,274.04568,1.30840385
-30.266622,149.90108,13.4,274.04568,1.48319276
-30.26663,149.90108,13.4,274.04568,1.72764593
-30.266637,149.901079,13.4,274.04568,1.91192817
-30.266645,149.901079,13.4,274.04568,2.01481908
-30.266652,149.901079,13.4,274.04568,2.21599385
-30.26666,149.901079,13.4,274.0152,2.32656319
-30.266668,149.901078,13.4,274.04568,2.34541024
-30.266676,149.901078,13.4,274.0152,2.16357303
-30.266685,149.901078,13.4,274.0152,2.05290408
-30.266695,149.901078,13.4,274.0152,2.00077853
-30.266705,149.901078,13.4,274.0152,2.04290018
-30.266715,149.901078,13.4,273.98472,1.93291587
-30.266725,149.901078,13.4,274.0152,2.00029987
-30.266736,149.901079,13.4,274.0152,1.8082224
-30.266747,149.901079,13.4,273.98472,1.89771491
-30.266758,149.901079,13.4,274.04568,1.91653522
-30.26677,149.90108,13.4,274.0152,1.8369253
-30.266782,149.90108,13.4,274.04568,1.78301753
-30.266794,149.90108,13.4,274.04568,1.87684367
-30.266806,149.901081,13.4,274.07616,1.86193308
-30.266819,149.901081,13.4,274.07616,1.96382274
-30.266831,149.901081,13.4,274.07616,2.00935887
-30.266844,149.901082,13.4,274.04568,2.10218251
-30.266856,149.901082,13.4,274.04568,2.2419846
-30.266868,149.901082,13.4,274.04568,2.35046773
-30.26688,149.901082,13.4,274.07616,2.49489792
-30.266893,149.901083,13.4,274.07616,2.50623837
-30.266905,149.901083,13.4,274.04568,2.66757225
-30.266917,149.901083,13.4,274.0152,2.92667487
-30.26693,149.901083,13.4,274.0152,3.09321141
-30.266942,149.901083,13.4,273.98472,3.26520816
-30.266955,149.901083,13.4,273.98472,3.49927621
-30.266967,149.901083,13.4,273.95424,3.59282102
-30.266979,149.901083,13.4,273.98472,3.80525426
-30.266992,149.901084,13.4,273.92376,3.84945109
-30.267004,149.901084,13.4,273.92376,4.08823046
-30.267018,149.901084,13.4,273.95424,3.41185391
-30.26703,149.901084,13.4,274.0152,4.15627313
-30.267042,149.901085,13.4,273.98472,4.0806345
-30.267055,149.901085,13.4,273.98472,4.12792202
-30.267067,149.901085,13.4,274.0152,4.00274918
-30.267079,149.901085,13.4,274.0152,4.00884734
-30.26709,149.901085,13.4,274.04568,4.01229395
-30.267103,149.901086,13.4,274.04568,3.63471575
-30.267116,149.901086,13.4,274.04568,3.53821887
-30.267128,149.901086,13.4,274.04568,3.64028288
-30.26714,149.901086,13.4,274.04568,3.44920708
-30.267152,149.901086,13.4,274.07616,3.31012615
-30.267164,149.901087,13.4,274.07616,3.17382684
-30.267177,149.901087,13.4,274.10664,3.10728196
-30.267188,149.901087,13.4,274.10664,3.00238284
-30.267201,149.901087,13.4,274.13712,2.85672231
-30.267213,149.901087,13.4,274.13712,2.7464878
-30.267225,149.901087,13.4,274.1676,2.71645662
-30.26724,149.901087,13.4,274.1676,2.32839139
-30.267254,149.901088,13.4,274.13712,2.35647249
-30.267269,149.901088,13.4,274.19808,2.41497479
-30.267283,149.901088,13.4,274.1676,2.49219782
-30.267298,149.901088,13.4,274.1676,2.56942085
-30.267312,149.901089,13.4,274.1676,2.69408735
-30.267327,149.901089,13.6,274.13712,2.72458029
-30.267341,149.901089,13.6,274.1676,2.84206779
-30.267356,149.901089,13.6,274.13712,2.83828686
-30.26737,149.901089,13.6,274.10664,2.96271841
-30.267385,149.901089,13.6,274.10664,3.03275903
-30.267399,149.90109,13.6,274.10664,3.1409831
-30.267413,149.90109,13.6,274.13712,3.18842997
-30.267428,149.90109,13.6,274.13712,3.23824919
-30.267442,149.901091,13.6,274.1676,3.22420341
-30.267456,149.901091,13.6,274.13712,3.3094195
-30.267471,149.901091,13.6,274.1676,3.28490528
-30.267485,149.901091,13.6,274.1676,3.30124809
-30.267499,149.901092,13.6,274.1676,3.36872809
-30.267513,149.901092,13.6,274.1676,3.38296216
-30.267528,149.901092,13.6,274.19808,3.41617497
-30.267542,149.901092,13.6,274.1676,3.45413247
-30.267556,149.901092,13.6,274.19808,3.50395169
-30.26757,149.901092,13.6,274.19808,3.60479574
-30.267585,149.901093,13.6,274.22856,3.53004747
-30.267599,149.901093,13.6,274.22856,3.62731356
-30.267613,149.901093,13.6,274.25904,3.651037
-30.267627,149.901093,13.6,274.25904,3.67476043
-30.267642,149.901093,13.6,274.25904,3.70085622
-30.267656,149.901094,13.6,274.25904,3.76634846
-30.26767,149.901094,13.6,274.28952,3.58750267
-30.267685,149.901094,13.6,274.28952,3.68187747
-30.267699,149.901094,13.6,274.32,3.54613492
-30.267714,149.901094,13.6,274.28952,3.63443059
