"dataResourceUid","images","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinates","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","raw_scientificName","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","measurementDeterminedDate","recordedByID","identifiedByID","videos","species","relationshipAccordingTo","subfamily","resourceRelationshipID","eventType","measurementRemarks","measurementValue","relationshipRemarks","resourceID","relationshipEstablishedDate","superfamily","identifierRole","relationshipOfResource","measurementMethod","identifier","provenance","sounds","recordID","rights","source","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","degreeOfEstablishment","relatedResourceID","images","dcterms:type"
"dr1411","28cb60f4-e426-4c52-b63a-f262563dd48a","2023-09-12T12:18:15Z","","CC-BY-NC 4.0 (Int)","Euan Moore","","","https://www.inaturalist.org/observations/182931339","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/182931339","182931339","","Euan Moore","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2023-06-03T10:24:00Z","10:24:00+10:00","154","154","2023","6","3","2023/06/03 10:24 AM","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Jervis Bay JBT 2540, Australia","","","","","","","","","","","-35.144288","150.676753","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","407390919","","","Euan Moore","2023-09-12T11:50:15Z","","research","","604773","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399273","Caladenia picta","Caladenia picta","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","(Nicholls) M.A.Clem. & D.L.Jones","Painted Fingers","","","","","","","","","Caladenia picta","","","","","","","","","","","","","","","","","ab12069d-e8fe-4cdf-a8d8-b8fa5de28082","","","","","","","","","","28cb60f4-e426-4c52-b63a-f262563dd48a",""
"dr1411","2e218ec2-927f-4401-9c57-666827e9482d | b22d7ffa-abbb-440a-8fd4-492dd49827c7","2022-12-31T02:42:14Z","","CC-BY-NC 4.0 (Int)","Ciaran Ernst-Russell","","","https://www.inaturalist.org/observations/145471916","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","Record is ACT sensitive in Australian Capital Territory. Generalised to 1km by ACT Government.","","https://www.inaturalist.org/observations/145471916","145471916","","Ciaran Ernst-Russell","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2022-12-04T10:25:00Z","10:25:00+11:00","338","338","2022","12","4","2022/12/04 10:25 AM","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","","","","","","","","","","","","-35.43","148.8","EPSG:4326","1000.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323846287","","","Ciaran Ernst-Russell","2022-12-31T01:59:44Z","","research","","908175","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399205","Caladenia montana","Caladenia montana","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","G.W.Carr","Mountain Spider-orchid","","","","","","","","","Caladenia montana","","","","","","","","","","","","","","","","","cc921a5a-d04f-4020-b827-232a5de78022","","","","","","","","","","2e218ec2-927f-4401-9c57-666827e9482d | b22d7ffa-abbb-440a-8fd4-492dd49827c7",""
"dr1411","9abc3e15-feaf-4039-a0bf-c532bb4413e3","2024-10-15T01:43:53Z","","CC-BY-NC 4.0 (Int)","Richie Southerton","","","https://www.inaturalist.org/observations/98786801","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/98786801","98786801","","Richie Southerton","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2021-10-11T17:18:00Z","17:18:00Z","284","284","2021","10","11","2021/10/11 5:18 PM UTC","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Canberra Central, ACT, Australia","","","","","","","","","","","-35.262885","149.091875","EPSG:4326","191.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215155002","","","Richie Southerton","2021-10-20T13:11:16Z","","research","","553185","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399207","Caladenia moschata","Caladenia moschata","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","(D.L.Jones) G.N.Backh.","Musk Hood-orchid","","","","","","","","","Caladenia moschata","","","","","","","","","","","","","","","","","dd9f41ef-8aa7-4ff3-a596-b301ef20fc6a","","","","","","","","","","9abc3e15-feaf-4039-a0bf-c532bb4413e3",""
"dr1411","666c8994-88ad-4747-9b94-6f0a089b6d2c","2024-10-15T01:36:13Z","","CC-BY-NC 4.0 (Int)","Richie Southerton","","","https://www.inaturalist.org/observations/97215796","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/97215796","97215796","","Richie Southerton","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2021-09-24T16:53:00Z","16:53:00Z","267","267","2021","9","24","2021/09/24 4:53 PM UTC","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Belconnen, ACT, Australia","","","","","","","","","","","-35.269551","149.080383","EPSG:4326","140.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","259411737","","","Ciaran Ernst-Russell","2022-05-12T00:07:43Z","","research","","369421","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399038","Caladenia fuscata","Caladenia fuscata","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","(Rchb.f.) M.A.Clem. & D.L.Jones","Dusky Fingers","","","","","","","","","Caladenia fuscata","","","","","","","","","","","","","","","","","5f626181-8d47-4c0f-a738-f477746a9afc","","","","","","","","","","666c8994-88ad-4747-9b94-6f0a089b6d2c",""
"dr1411","60f0636f-f186-4368-9e18-79b2fa537006","2022-05-05T23:28:35Z","","CC-BY-NC 4.0 (Int)","happy_wanderer","","","https://www.inaturalist.org/observations/100989593","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/100989593","100989593","","happy_wanderer","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2021-10-23T18:30:00Z","18:30:00+11:00","296","296","2021","10","23","2021/10/23 6:30 PM AEDT","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Gungahlin, ACT, Australia","","","","","","","","","","","-35.207892","149.111552","EPSG:4326","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220431510","","","Felix Nicholls","2021-11-13T11:51:24Z","","research","","321090","","","","","","","https://id.biodiversity.org.au/taxon/apni/51458816","Caladenia carnea","Caladenia carnea","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","R.Br.","Pink Fingers","","","","","","","","","Caladenia carnea","","","","","","","","","","","","","","","","","0233a2b9-7750-49c1-9dd3-11785e6aef30","","","","","","","","","","60f0636f-f186-4368-9e18-79b2fa537006",""
"dr1411","608b9fa2-32f5-4e6d-9f54-f20ee8d947a3 | beb26ee9-5262-4175-850c-fef7bff62a67","2024-10-10T05:56:28Z","","CC-BY-NC 4.0 (Int)","Steve Taylor","","","https://www.inaturalist.org/observations/245892313","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/245892313","245892313","","Steve Taylor","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2024-10-06T09:10:33Z","09:10:33+11:00","280","280","2024","10","6","2024-10-06 09:10:33","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Cotter River, ACT, Australia","","","","","","","","","","","-35.535276","148.82403","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","549264329","","","Steve Taylor","2024-10-06T05:49:50Z","","research","","802784","","","","","","","https://id.biodiversity.org.au/taxon/apni/51398763","Caladenia alpina","Caladenia alpina","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","R.S.Rogers","Mountain Hood-orchid","","","","","","","","","Caladenia alpina","","","","","","","","","","","","","","","","","390adf88-99e7-4098-8822-45263fdfbea5","","","","","","","","","","608b9fa2-32f5-4e6d-9f54-f20ee8d947a3 | beb26ee9-5262-4175-850c-fef7bff62a67",""
"dr1411","09587a33-5987-46cc-8132-22d1166edd77 | 0db37c1e-acab-43a0-b9a4-ac00770882c3 | 50e61317-7031-440e-93f1-0e03fd433246 | 85609cc1-ea63-41a9-b45d-d7a3b823e455 | 8d3c7038-b007-4a04-9833-fb41657261b9 | 95f0f058-4112-4000-aef3-5eda191575fb | ecb7721d-c19d-40a7-bbe2-a5011c76e739","2022-10-30T09:27:34Z","","CC-BY-NC 4.0 (Int)","Tim Jones","","","https://www.inaturalist.org/observations/140365187","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/140365187","140365187","","Tim Jones","","","","","","","","","PRESENT","","","","","","","","#GSB2022 This data is part of an unofficial survey of orchids in Gungahlin Hill reserve, ACT, that I do each year.","","","","43ae3430-3880-4edf-8a80-8dd6836162c2","","","","","","","","2022-10-29T14:36:44Z","14:36:44+11:00","302","302","2022","10","29","2022-10-29 14:36:44","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Jacka ACT 2914, Australia","","","","","","","","","","","-35.210743","149.112237","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309606066","","","Tim Jones","2022-10-29T11:57:24Z","","research","","321090","","","","","","","https://id.biodiversity.org.au/taxon/apni/51458816","Caladenia carnea","Caladenia carnea","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","R.Br.","Pink Fingers","","","","","","","","","Caladenia carnea","","","","","","","","","","","","","","","","","cb0ea79f-8b5d-46f2-81b1-a1914bf5aab6","","","","","","","","","","09587a33-5987-46cc-8132-22d1166edd77 | 0db37c1e-acab-43a0-b9a4-ac00770882c3 | 50e61317-7031-440e-93f1-0e03fd433246 | 85609cc1-ea63-41a9-b45d-d7a3b823e455 | 8d3c7038-b007-4a04-9833-fb41657261b9 | 95f0f058-4112-4000-aef3-5eda191575fb | ecb7721d-c19d-40a7-bbe2-a5011c76e739",""
"dr1411","16e3c9b0-cd26-46f5-9ac8-29a860443fc2 | 5b4b84de-0171-46bd-aaf2-d73e79227149 | ee34bdb8-8ca5-4cb4-9f6b-a6b69d66a151","2022-12-31T21:03:42Z","","CC-BY-NC 4.0 (Int)","Ciaran Ernst-Russell","","","https://www.inaturalist.org/observations/145471914","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","Record is ACT sensitive in Australian Capital Territory. Generalised to 1km by ACT Government.","","https://www.inaturalist.org/observations/145471914","145471914","","Ciaran Ernst-Russell","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2022-12-04T16:00:00Z","16:00:00+11:00","338","338","2022","12","4","2022/12/04 4:00 PM","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","","","","","","","","","","","","-35.43","149.13","EPSG:4326","1000.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323846282","","","Ciaran Ernst-Russell","2022-12-31T01:59:43Z","","research","","516622","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399247","Caladenia parva","Caladenia parva","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","G.W.Carr","Small Spider-orchid","","","","","","","","","Caladenia parva","","","","","","","","","","","","","","","","","6bd920c3-ac51-48b7-98b7-f13529612b4c","","","","","","","","","","16e3c9b0-cd26-46f5-9ac8-29a860443fc2 | 5b4b84de-0171-46bd-aaf2-d73e79227149 | ee34bdb8-8ca5-4cb4-9f6b-a6b69d66a151",""
"dr1411","07bf7bc6-3e2b-403d-b065-9cd05eaa6033 | 724b059b-1cdd-43b7-872f-d99ab6814d09","2024-10-15T05:38:54Z","","CC-BY-NC 4.0 (Int)","Richie Southerton","","","https://www.inaturalist.org/observations/142032088","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/142032088","142032088","","Richie Southerton","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2022-10-08T10:59:00Z","10:59:00+11:00","281","281","2022","10","8","2022/10/08 10:59 AM","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Canberra Central, ACT, Australia","","","","","","","","","","","-35.269549","149.092812","EPSG:4326","234.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313848256","","","Ciaran Ernst-Russell","2022-11-15T10:50:11Z","","research","","867067","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399432","Caladenia ustulata","Caladenia ustulata","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","(D.L.Jones) G.N.Backh.","Brown Caps","","","","","","","","","Caladenia ustulata","","","","","","","","","","","","","","","","","4daf8ef2-4571-4be4-9152-1e3375d4547a","","","","","","","","","","07bf7bc6-3e2b-403d-b065-9cd05eaa6033 | 724b059b-1cdd-43b7-872f-d99ab6814d09",""
"dr1411","afb7fdad-3ad2-47fa-bf67-76e1466f5641 | d0bdfa7a-45bf-4846-8573-bb1c4b312623 | dbf3a7cc-343c-4b28-9213-8030f34e8030","2023-10-18T03:42:30Z","","CC-BY 4.0 (Int)","Katie Pearson","","","https://www.inaturalist.org/observations/187612858","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/187612858","187612858","","Katie Pearson","","","","","","","","","PRESENT","","","","","","","","","","","","3dbba24b-6266-4b00-a426-2f2cf700aed8","","","","","","","","2023-10-15T17:48:10Z","17:48:10+11:00","288","288","2023","10","15","2023-10-15 17:48:10","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Canberra Central ACT 2601, Australia","","","","","","","","","","","-35.281216","149.105827","EPSG:4326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","418545736","","","Ciaran Ernst-Russell","2023-10-17T06:10:25Z","","research","","553185","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399207","Caladenia moschata","Caladenia moschata","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","(D.L.Jones) G.N.Backh.","Musk Hood-orchid","","","","","","https://orcid.org/0000-0003-4947-7662","","","Caladenia moschata","","","","","","","","","","","","","","","","","a14e1546-a3e4-4c10-be38-494d1e3e905f","","","","","","","","","","afb7fdad-3ad2-47fa-bf67-76e1466f5641 | d0bdfa7a-45bf-4846-8573-bb1c4b312623 | dbf3a7cc-343c-4b28-9213-8030f34e8030",""
"dr1411","da281e92-d821-4571-9746-be187af0989a","2023-10-17T05:48:02Z","","CC-BY 4.0 (Int)","Geoff Shuetrim","","","https://www.inaturalist.org/observations/185813079","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/185813079","185813079","","Geoff Shuetrim","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2023-10-02T09:03:50Z","09:03:50+11:00","275","275","2023","10","2","2023-10-02 09:03:50+11:00","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Black Mountain Nature Reserve, Canberra Central, ACT, AU","","","","","","","","","","","-35.277803","149.097586","EPSG:4326","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","413659557","","","Geoff Shuetrim","2023-10-01T22:04:22Z","","research","","321090","","","","","","","https://id.biodiversity.org.au/taxon/apni/51458816","Caladenia carnea","Caladenia carnea","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","R.Br.","Pink Fingers","","","","","","https://orcid.org/0000-0002-5154-146X","https://orcid.org/0000-0002-5154-146X","","Caladenia carnea","","","","","","","","","","","","","","","","","af19ac53-bbbd-40bd-a521-e5574a3fd0bf","","","","","","","","","","da281e92-d821-4571-9746-be187af0989a",""
"dr1411","0345b3f5-cf37-4c81-b1fc-80b014e67d35 | 5bd2beec-354d-472a-bd66-f65a20d63c8c","2024-01-08T03:08:52Z","","CC-BY-NC 4.0 (Int)","bennybotany85","","","https://www.inaturalist.org/observations/60179406","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/60179406","60179406","","bennybotany85","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2020-09-20T10:55:41Z","10:55:41+10:00","264","264","2020","9","20","Sun Sep 20 2020 10:55:41 GMT+1000 (GMT+10)","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Red Hill Nature Reserve, Canberra Central District, ACT, AU","","","","","","","","","","","-35.275617","149.099258","EPSG:4326","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247438105","","","Ciaran Ernst-Russell","2022-04-07T23:30:11Z","","research","I don't believe there is a reliable record of C.praecox from black mountian, (a very well surveyed location orchidwise). I would go with C.moschata on this one.","553185","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399207","Caladenia moschata","Caladenia moschata","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","(D.L.Jones) G.N.Backh.","Musk Hood-orchid","","","","","","","","","Caladenia moschata","","","","","","","","","","","","","","","","","b277844f-0d39-4072-b9e9-68e527c5e8ad","","","","","","","","","","0345b3f5-cf37-4c81-b1fc-80b014e67d35 | 5bd2beec-354d-472a-bd66-f65a20d63c8c",""
"dr1411","9eb57c2a-c87c-40fd-885a-cb1dff4ea096 | a749ad4b-a335-45ae-a746-0966e9122c53 | e6b091ac-3f2d-47a8-b171-716eeeced52b","2024-10-15T05:43:36Z","","CC-BY-NC 4.0 (Int)","Richie Southerton","","","https://www.inaturalist.org/observations/142115445","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/142115445","142115445","","Richie Southerton","","","","","","","","","PRESENT","","","","","","","","","","","","4476c0e3-35ca-4b06-9ffd-85fb0495292b","","","","","","","","2022-10-26T12:12:00Z","12:12:00+11:00","299","299","2022","10","26","2022/10/26 12:12 PM","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Canberra Central, ACT, Australia","","","","","","","","","","","-35.267883","149.101125","EPSG:4326","136.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314064965","","","Ciaran Ernst-Russell","2022-11-16T10:05:46Z","","research","","553185","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399207","Caladenia moschata","Caladenia moschata","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","(D.L.Jones) G.N.Backh.","Musk Hood-orchid","","","","","","","","","Caladenia moschata","","","","","","","","","","","","","","","","","5da93e5b-436d-4575-9d01-43727a8afdf2","","","","","","","","","","9eb57c2a-c87c-40fd-885a-cb1dff4ea096 | a749ad4b-a335-45ae-a746-0966e9122c53 | e6b091ac-3f2d-47a8-b171-716eeeced52b",""
"dr1411","8e9f9bb1-9dc5-44a1-b976-60eada3c5423","2022-09-25T01:57:58Z","","CC-BY-NC 4.0 (Int)","Mitchell Whitelaw","","","https://www.inaturalist.org/observations/136364063","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/136364063","136364063","","Mitchell Whitelaw","","","","","","","","","PRESENT","","","","","","","","","","","","67eb7793-bcb5-47e9-909b-b4786db99dd2","","","","","","","","2022-09-25T08:27:45Z","08:27:45+10:00","268","268","2022","9","25","2022-09-25 08:27:45+10:00","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Bruce Ridge Nature Reserve, Bruce, ACT, AU","","","","","","","","","","","-35.253553","149.095475","EPSG:4326","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300370641","","","Mitchell Whitelaw","2022-09-25T00:54:37Z","","research","","369421","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399038","Caladenia fuscata","Caladenia fuscata","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","(Rchb.f.) M.A.Clem. & D.L.Jones","Dusky Fingers","","","","","","","","","Caladenia fuscata","","","","","","","","","","","","","","","","","4fe942d2-db20-46d4-a222-87a073fe45a0","","","","","","","","","","8e9f9bb1-9dc5-44a1-b976-60eada3c5423",""
"dr1411","2acfe065-2b29-4ddc-8d18-07dda3d2a8cf | 7bfb7433-1e47-4d83-918f-24546b9a7404","2022-06-20T09:29:28Z","","CC-BY-NC 4.0 (Int)","Adrian Gale","","","https://www.inaturalist.org/observations/122603816","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/122603816","122603816","","Adrian Gale","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2022-05-23T09:11:00Z","09:11:00+10:00","143","143","2022","5","23","2022/05/23 9:11 AM","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Jervis Bay JBT 2540, Australia","","","","","","","","","","","-35.172851","150.719213","EPSG:4326","15.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271674481","","","meta4","2022-06-20T06:00:59Z","","research","","604773","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399273","Caladenia picta","Caladenia picta","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","(Nicholls) M.A.Clem. & D.L.Jones","Painted Fingers","","","","","","","","","Caladenia picta","","","","","","","","","","","","","","","","","6dc2c98f-2f1a-4945-8e16-470ae64b8796","","","","","","","","","","2acfe065-2b29-4ddc-8d18-07dda3d2a8cf | 7bfb7433-1e47-4d83-918f-24546b9a7404",""
"dr1411","1e5fab4b-dc0a-4444-813c-4dbeb26e1f21 | 3f534c4d-800d-4ea8-96fd-2527e53dc606 | 5f3c4daa-394b-4b9b-a71b-818298b2edb2 | f9678438-4b43-45f8-b364-2a1cf3081d45","2022-10-04T09:54:56Z","","CC-BY-NC 4.0 (Int)","Mitchell Whitelaw","","","https://www.inaturalist.org/observations/137373470","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/137373470","137373470","","Mitchell Whitelaw","","","","","","","","","PRESENT","","","","","","","","Or maybe musky caps? Unsure","","","","","","","","","","","","2022-10-03T12:32:15Z","12:32:15+11:00","276","276","2022","10","3","2022-10-03 12:32:15+11:00","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Bruce Ridge Nature Reserve, Bruce, ACT, AU","","","","","","","","","","","-35.253788","149.095489","EPSG:4326","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302621260","","","Mitchell Whitelaw","2022-10-03T03:18:59Z","","research","","867067","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399432","Caladenia ustulata","Caladenia ustulata","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","(D.L.Jones) G.N.Backh.","Brown Caps","","","","","","","","","Caladenia ustulata","","","","","","","","","","","","","","","","","19cf3c7f-8ec0-40ba-8c45-37d1d6e8390e","","","","","","","","","","1e5fab4b-dc0a-4444-813c-4dbeb26e1f21 | 3f534c4d-800d-4ea8-96fd-2527e53dc606 | 5f3c4daa-394b-4b9b-a71b-818298b2edb2 | f9678438-4b43-45f8-b364-2a1cf3081d45",""
"dr1411","87d827fb-f69c-4010-a969-2514b4c23313 | cca7b338-2747-4e2d-b891-1d46edc99a7f","2022-12-02T00:53:08Z","","CC-BY-SA 4.0 (Int)","Yi-Kai Tea","","","https://www.inaturalist.org/observations/142812134","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/142812134","142812134","","Yi-Kai Tea","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2022-11-20T10:02:00Z","10:02:00+11:00","324","324","2022","11","20","2022/11/20 10:02 AM","","","","","","","","","","","","","","","Australia","AU","Australian Capital Territory","","","","Black Mountain, Australian Capital Territory 2602, Australia","","","","","","","","","","","-35.273607","149.09754","EPSG:4326","1771.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","316242408","","","Ciaran Ernst-Russell","2022-11-26T06:52:36Z","","research","","553185","","","","","","","https://id.biodiversity.org.au/taxon/apni/51399207","Caladenia moschata","Caladenia moschata","","","","","","","","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caladenia","","","","species","","(D.L.Jones) G.N.Backh.","Musk Hood-orchid","","","","","","","","","Caladenia moschata","","","","","","","","","","","","","","","","","c416849b-0089-4cf6-aea0-bea4aa6cc775","","","","","","","","","","87d827fb-f69c-4010-a969-2514b4c23313 | cca7b338-2747-4e2d-b891-1d46edc99a7f",""
